,Order ID,Restaurant Name,State,City,Pizza Type,Pizza Size,Toppings Count,Topping Density,Pizza Complexity,Order Month,Order Time,Delivery Time,Delivery Duration (min),Estimated Duration (min),Delay (min),Delay Status,Distance (km),Traffic Level,Payment Category,Payment Method,Is Peak Hour,Is Weekend
630,ORD632,Pizza Hut,Texas,Dallas,Cheese Burst,Large,4,Low Density,Medium,June,8:15,9:00,45,42,3,Delayed,7,High,Online,Card,TRUE,FALSE
631,ORD633,Domino's,Texas,Austin,Cheese Burst,Large,4,Medium Density,Medium,June,9:10,9:40,30,30,0,On Time,5,Medium,Offline,Cash,TRUE,FALSE
632,ORD634,Little Caesars,Illinois,Chicago,Sicilian,X-Large,5,Medium Density,High,June,6:10,6:50,40,48,-8,Early,8,High,Online,UPI,TRUE,FALSE
633,ORD635,Marco's Pizza,Florida,Tampa,Thai Chicken,Small,3,High Density,Very Low,June,7:15,7:40,25,18,7,Delayed,3,Medium,Online,Card,TRUE,FALSE
634,ORD636,Pizza Hut,Florida,Miami,Veg,Medium,2,Low Density,Very Low,June,8:00,8:30,30,24,6,Delayed,4,Low,Online,Wallet,TRUE,FALSE
635,ORD637,Papa John's,California,San Diego,Non-Veg,Large,4,Low Density,Medium,June,5:45,6:35,50,48,2,Delayed,8,High,Online,Card,FALSE,FALSE
636,ORD638,Domino's,Texas,Austin,Cheese Burst,Large,4,Medium Density,Medium,June,7:05,7:40,35,30,5,Delayed,5,Medium,Online,UPI,TRUE,FALSE
637,ORD639,Marco's Pizza,North Carolina,Charlotte,Non-Veg,Medium,3,Medium Density,Low,June,8:00,8:25,25,24,1,Delayed,4,Low,Online,Wallet,TRUE,FALSE
638,ORD640,Pizza Hut,Florida,Miami,Veg,Medium,2,Low Density,Very Low,June,9:00,9:30,30,24,6,Delayed,4,Low,Online,Card,TRUE,FALSE
639,ORD641,Domino's,California,Los Angeles,Cheese Burst,Large,5,Medium Density,High,June,6:15,6:55,40,36,4,Delayed,6,Medium,Offline,Cash,TRUE,FALSE
640,ORD642,Little Caesars,Colorado,Denver,Vegan,X-Large,2,Low Density,Low,June,7:10,7:55,45,42,3,Delayed,7,High,Online,Wallet,TRUE,FALSE
641,ORD643,Domino's,Texas,Austin,Cheese Burst,Large,4,Medium Density,Medium,June,8:00,8:30,30,30,0,On Time,5,Medium,Online,Card,TRUE,FALSE
642,ORD644,Marco's Pizza,Florida,Tampa,Thai Chicken,Small,3,High Density,Very Low,June,6:10,6:40,30,18,12,Delayed,3,Medium,Offline,Cash,TRUE,FALSE
643,ORD645,Pizza Hut,Texas,Dallas,Stuffed Crust,Medium,4,Medium Density,Low,June,7:00,7:30,30,36,-6,Early,6,Medium,Online,Card,TRUE,FALSE
644,ORD646,Domino's,California,San Francisco,Non-Veg,Large,4,Low Density,Medium,July,7:00,7:50,50,60,-10,Early,10,High,Online,Card,TRUE,FALSE
645,ORD647,Papa John's,Indiana,Indianapolis,Gluten-Free,Medium,3,Low Density,Low,July,8:00,8:35,35,33,2,Delayed,5.5,Medium,Online,Wallet,TRUE,FALSE
646,ORD648,Pizza Hut,Washington,Seattle,Vegan,Small,2,High Density,Very Low,July,6:30,6:50,20,12,8,Delayed,2,Low,Online,UPI,TRUE,FALSE
647,ORD649,Little Caesars,Colorado,Denver,Cheese Burst,X-Large,5,Medium Density,High,July,7:45,8:25,40,48,-8,Early,8,High,Online,Card,TRUE,FALSE
648,ORD650,Marco's Pizza,Massachusetts,Boston,Thai Chicken,Medium,3,Medium Density,Low,July,6:15,6:45,30,24,6,Delayed,4,Medium,Online,UPI,TRUE,FALSE
649,ORD651,Domino's,Tennessee,Nashville,Sicilian,Large,4,Medium Density,Medium,July,7:30,8:10,40,39,1,Delayed,6.5,High,Offline,Cash,TRUE,TRUE
650,ORD652,Papa John's,Michigan,Detroit,Veg,Medium,2,Low Density,Very Low,July,8:45,9:15,30,21,9,Delayed,3.5,Low,Online,Card,TRUE,TRUE
651,ORD653,Pizza Hut,Texas,El Paso,Non-Veg,Large,4,Medium Density,Medium,July,6:00,6:30,30,30,0,On Time,5,Medium,Online,Wallet,TRUE,FALSE
652,ORD654,Little Caesars,District of Columbia,Washington,Cheese Burst,X-Large,5,Medium Density,High,July,7:15,7:55,40,42,-2,Early,7,High,Online,Card,TRUE,FALSE
653,ORD655,Marco's Pizza,Nevada,Las Vegas,Vegan,Medium,2,Low Density,Very Low,July,8:30,9:00,30,24,6,Delayed,4,Medium,Online,UPI,TRUE,FALSE
654,ORD656,Domino's,Kentucky,Louisville,Non-Veg,Large,4,Medium Density,Medium,July,6:45,7:25,40,36,4,Delayed,6,High,Offline,Domino's Cash,TRUE,FALSE
655,ORD657,Papa John's,Maryland,Baltimore,Gluten-Free,Medium,3,Medium Density,Low,August,8:00,8:30,30,30,0,On Time,5,Medium,Online,Wallet,TRUE,FALSE
656,ORD658,Pizza Hut,Wisconsin,Milwaukee,Vegan,Small,2,Medium Density,Very Low,August,6:30,7:00,30,18,12,Delayed,3,Low,Online,UPI,TRUE,TRUE
657,ORD659,Little Caesars,New Mexico,Albuquerque,Stuffed Crust,X-Large,5,Medium Density,High,August,7:45,8:25,40,48,-8,Early,8,High,Online,Card,TRUE,TRUE
658,ORD660,Marco's Pizza,Arizona,Tucson,Non-Veg,Medium,3,Medium Density,Low,August,6:00,6:30,30,24,6,Delayed,4,Medium,Online,UPI,TRUE,FALSE
659,ORD661,Domino's,California,Fresno,Veg,Large,4,Medium Density,Medium,August,7:15,7:55,40,36,4,Delayed,6,High,Offline,Cash,TRUE,FALSE
660,ORD662,Papa John's,California,Sacramento,Veg,Medium,2,Low Density,Very Low,August,8:30,9:00,30,21,9,Delayed,3.5,Low,Online,Card,TRUE,FALSE
661,ORD663,Pizza Hut,Missouri,Kansas City,Non-Veg,Large,4,Medium Density,Medium,August,6:45,7:15,30,33,-3,Early,5.5,Medium,Online,Wallet,TRUE,FALSE
662,ORD664,Little Caesars,Arizona,Mesa,Cheese Burst,X-Large,5,Medium Density,High,August,8:00,8:40,40,45,-5,Early,7.5,High,Online,Card,TRUE,FALSE
663,ORD665,Marco's Pizza,Georgia,Atlanta,Vegan,Small,1,Low Density,Very Low,August,6:15,6:45,30,15,15,Delayed,2.5,Low,Offline,Cash,TRUE,TRUE
664,ORD666,Domino's,Nebraska,Omaha,Non-Veg,Large,4,Medium Density,Medium,August,7:30,8:10,40,39,1,Delayed,6.5,High,Online,Card,TRUE,TRUE
665,ORD667,Papa John's,North Carolina,Raleigh,Gluten-Free,Medium,3,Medium Density,Low,August,8:45,9:15,30,30,0,On Time,5,Medium,Online,Wallet,TRUE,FALSE
666,ORD668,Pizza Hut,California,Long Beach,Vegan,Small,2,Medium Density,Very Low,August,6:00,6:30,30,18,12,Delayed,3,Low,Online,UPI,TRUE,FALSE
667,ORD669,Little Caesars,Virginia,Virginia Beach,Cheese Burst,X-Large,5,Medium Density,High,August,7:15,7:55,40,42,-2,Early,7,High,Online,Card,TRUE,FALSE
668,ORD670,Marco's Pizza,California,Oakland,Non-Veg,Medium,3,Medium Density,Low,August,8:30,9:00,30,24,6,Delayed,4,Medium,Online,UPI,TRUE,FALSE
669,ORD671,Domino's,California,San Jose,Cheese Burst,Large,4,Medium Density,Medium,August,7:00,7:35,35,30,5,Delayed,5,Medium,Online,Card,TRUE,FALSE
670,ORD672,Pizza Hut,Texas,Austin,Veg,Medium,2,Low Density,Very Low,August,6:30,7:10,40,36,4,Delayed,6,High,Online,Wallet,TRUE,TRUE
671,ORD673,Papa John's,Ohio,Columbus,Gluten-Free,Medium,3,High Density,Low,August,8:00,8:25,25,21,4,Delayed,3.5,Low,Online,UPI,TRUE,TRUE
672,ORD674,Little Caesars,Texas,Fort Worth,Non-Veg,X-Large,5,Medium Density,High,August,7:15,7:55,40,42,-2,Early,7,High,Offline,Cash,TRUE,FALSE
673,ORD675,Marco's Pizza,Florida,Jacksonville,Thai Chicken,Medium,3,Medium Density,Low,August,6:45,7:15,30,24,6,Delayed,4,Medium,Online,Card,TRUE,FALSE
674,ORD676,Domino's,Indiana,Indianapolis,Sicilian,Large,4,Medium Density,Medium,August,8:30,9:00,30,33,-3,Early,5.5,Medium,Online,UPI,TRUE,FALSE
675,ORD677,Pizza Hut,North Carolina,Charlotte,Veg,Medium,2,Low Density,Very Low,August,7:00,7:30,30,24,6,Delayed,4,Low,Online,Wallet,TRUE,FALSE
676,ORD678,Papa John's,California,San Francisco,Gluten-Free,Medium,3,Medium Density,Low,August,6:15,6:50,35,30,5,Delayed,5,Medium,Online,Card,TRUE,FALSE
677,ORD679,Little Caesars,Colorado,Denver,Cheese Burst,X-Large,5,Medium Density,High,August,8:00,8:45,45,48,-3,Early,8,High,Offline,Cash,TRUE,TRUE
678,ORD680,Marco's Pizza,Washington,Seattle,Thai Chicken,Medium,3,Medium Density,Low,August,7:30,8:00,30,27,3,Delayed,4.5,Medium,Online,UPI,TRUE,TRUE
679,ORD681,Domino's,Massachusetts,Boston,Non-Veg,Large,4,Medium Density,Medium,August,6:00,6:35,35,36,-1,Early,6,Medium,Online,Card,TRUE,FALSE
680,ORD682,Pizza Hut,Michigan,Detroit,Veg,Medium,2,Low Density,Very Low,August,7:15,7:45,30,24,6,Delayed,4,Low,Online,Wallet,TRUE,FALSE
681,ORD683,Papa John's,Tennessee,Memphis,Gluten-Free,Medium,3,Medium Density,Low,August,8:30,9:00,30,30,0,On Time,5,Medium,Online,UPI,TRUE,FALSE
682,ORD684,Little Caesars,Maryland,Baltimore,Cheese Burst,X-Large,5,Medium Density,High,August,6:45,7:25,40,45,-5,Early,7.5,High,Online,Card,TRUE,FALSE
683,ORD685,Marco's Pizza,Tennessee,Nashville,Thai Chicken,Medium,3,Medium Density,Low,August,7:00,7:30,30,24,6,Delayed,4,Medium,Offline,Cash,TRUE,FALSE
684,ORD686,Domino's,Oregon,Portland,Sicilian,Large,4,Medium Density,Medium,August,8:15,8:45,30,33,-3,Early,5.5,Medium,Online,UPI,TRUE,TRUE
685,ORD687,Pizza Hut,Oklahoma,Oklahoma City,Veg,Medium,2,Low Density,Very Low,August,6:30,7:00,30,24,6,Delayed,4,Low,Online,Wallet,TRUE,TRUE
686,ORD688,Papa John's,Nevada,Las Vegas,Gluten-Free,Medium,3,Medium Density,Low,September,7:45,8:15,30,30,0,On Time,5,Medium,Online,Card,TRUE,FALSE
687,ORD689,Little Caesars,Kentucky,Louisville,Cheese Burst,X-Large,5,Medium Density,High,September,8:00,8:40,40,48,-8,Early,8,High,Online,UPI,TRUE,FALSE
688,ORD690,Marco's Pizza,Wisconsin,Milwaukee,Thai Chicken,Medium,3,Medium Density,Low,September,6:15,6:45,30,24,6,Delayed,4,Medium,Online,Card,TRUE,FALSE
689,ORD691,Domino's,New Mexico,Albuquerque,Non-Veg,Large,4,Medium Density,Medium,September,7:30,8:00,30,36,-6,Early,6,Medium,Offline,Cash,TRUE,FALSE
690,ORD692,Pizza Hut,Arizona,Tucson,Veg,Medium,2,Low Density,Very Low,September,8:45,9:15,30,24,6,Delayed,4,Low,Online,Wallet,TRUE,FALSE
691,ORD693,Papa John's,California,Fresno,Gluten-Free,Medium,3,Medium Density,Low,September,6:00,6:30,30,30,0,On Time,5,Medium,Online,UPI,TRUE,TRUE
692,ORD694,Little Caesars,California,Sacramento,Cheese Burst,X-Large,5,Medium Density,High,September,7:15,7:55,40,42,-2,Early,7,High,Online,Card,TRUE,TRUE
693,ORD695,Marco's Pizza,Missouri,Kansas City,Thai Chicken,Medium,3,Medium Density,Low,September,8:30,9:00,30,27,3,Delayed,4.5,Medium,Offline,Cash,TRUE,FALSE
694,ORD696,Domino's,Arizona,Mesa,Sicilian,Large,4,Medium Density,Medium,September,6:45,7:15,30,33,-3,Early,5.5,Medium,Online,UPI,TRUE,FALSE
695,ORD697,Pizza Hut,Georgia,Atlanta,Veg,Medium,2,Low Density,Very Low,September,7:00,7:30,30,24,6,Delayed,4,Low,Online,Wallet,TRUE,FALSE
696,ORD698,Papa John's,Nebraska,Omaha,Gluten-Free,Medium,3,Medium Density,Low,September,8:15,8:45,30,30,0,On Time,5,Medium,Online,UPI,TRUE,FALSE
697,ORD699,Little Caesars,Kentucky,Louisville,Cheese Burst,X-Large,5,Medium Density,High,September,7:30,8:00,30,36,-6,Early,6,High,Online,Card,TRUE,FALSE
698,ORD700,Marco's Pizza,Wisconsin,Milwaukee,Thai Chicken,Medium,3,Medium Density,Low,September,6:45,7:15,30,27,3,Delayed,4.5,Medium,Offline,Cash,TRUE,TRUE
699,ORD701,Domino's,New Mexico,Albuquerque,Sicilian,Large,4,Medium Density,Medium,September,8:00,8:30,30,33,-3,Early,5.5,Medium,Online,UPI,TRUE,TRUE
700,ORD702,Pizza Hut,Georgia,Atlanta,Veg,Medium,2,Low Density,Very Low,September,7:15,7:45,30,24,6,Delayed,4,Low,Online,Wallet,TRUE,FALSE
701,ORD703,Papa John's,Nebraska,Omaha,Gluten-Free,Medium,3,Medium Density,Low,September,8:30,9:00,30,30,0,On Time,5,Medium,Online,Card,TRUE,FALSE
702,ORD704,Little Caesars,Kentucky,Louisville,Cheese Burst,X-Large,5,Medium Density,High,September,7:45,8:15,30,36,-6,Early,6,High,Online,UPI,TRUE,FALSE
703,ORD705,Marco's Pizza,Wisconsin,Milwaukee,Thai Chicken,Medium,3,Medium Density,Low,September,6:00,6:30,30,27,3,Delayed,4.5,Medium,Offline,Cash,TRUE,FALSE
704,ORD706,Domino's,New Mexico,Albuquerque,Sicilian,Large,4,Medium Density,Medium,September,8:15,8:45,30,33,-3,Early,5.5,Medium,Online,UPI,TRUE,FALSE
705,ORD707,Pizza Hut,Georgia,Atlanta,Veg,Medium,2,Low Density,Very Low,September,7:30,8:00,30,24,6,Delayed,4,Low,Online,Wallet,TRUE,TRUE
706,ORD708,Papa John's,Nebraska,Omaha,Gluten-Free,Medium,3,Medium Density,Low,September,8:45,9:15,30,30,0,On Time,5,Medium,Online,Card,TRUE,TRUE
707,ORD709,Little Caesars,Kentucky,Louisville,Cheese Burst,X-Large,5,Medium Density,High,September,7:00,7:30,30,36,-6,Early,6,High,Online,UPI,TRUE,FALSE
708,ORD710,Marco's Pizza,Wisconsin,Milwaukee,Thai Chicken,Medium,3,Medium Density,Low,September,6:15,6:45,30,27,3,Delayed,4.5,Medium,Offline,Cash,TRUE,FALSE
709,ORD711,Domino's,New Mexico,Albuquerque,Sicilian,Large,4,Medium Density,Medium,September,7:30,8:00,30,33,-3,Early,5.5,Medium,Online,UPI,TRUE,FALSE
710,ORD712,Pizza Hut,Georgia,Atlanta,Veg,Medium,2,Low Density,Very Low,September,8:45,9:15,30,24,6,Delayed,4,Low,Online,Wallet,TRUE,FALSE
711,ORD713,Papa John's,Nebraska,Omaha,Gluten-Free,Medium,3,Medium Density,Low,September,6:00,6:30,30,30,0,On Time,5,Medium,Online,Card,TRUE,FALSE
712,ORD714,Little Caesars,Kentucky,Louisville,Cheese Burst,X-Large,5,Medium Density,High,September,7:15,7:45,30,36,-6,Early,6,High,Online,UPI,TRUE,TRUE
713,ORD715,Marco's Pizza,Wisconsin,Milwaukee,Thai Chicken,Medium,3,Medium Density,Low,September,8:30,9:00,30,27,3,Delayed,4.5,Medium,Offline,Cash,TRUE,TRUE
714,ORD716,Domino's,New Mexico,Albuquerque,Sicilian,Large,4,Medium Density,Medium,September,7:00,7:30,30,33,-3,Early,5.5,Medium,Online,UPI,TRUE,FALSE
715,ORD717,Pizza Hut,Georgia,Atlanta,Veg,Medium,2,Low Density,Very Low,September,8:15,8:45,30,24,6,Delayed,4,Low,Online,Wallet,TRUE,FALSE
716,ORD718,Papa John's,Nebraska,Omaha,Gluten-Free,Medium,3,Medium Density,Low,October,6:30,7:00,30,30,0,On Time,5,Medium,Online,Card,TRUE,FALSE
717,ORD719,Little Caesars,Kentucky,Louisville,Cheese Burst,X-Large,5,Medium Density,High,October,7:45,8:15,30,36,-6,Early,6,High,Online,UPI,TRUE,FALSE
718,ORD720,Marco's Pizza,Wisconsin,Milwaukee,Thai Chicken,Medium,3,Medium Density,Low,October,6:00,6:30,30,27,3,Delayed,4.5,Medium,Offline,Cash,TRUE,FALSE
719,ORD721,Domino's,New Mexico,Albuquerque,Sicilian,Large,4,Medium Density,Medium,October,7:15,7:45,30,33,-3,Early,5.5,Medium,Online,UPI,TRUE,TRUE
720,ORD722,Pizza Hut,Georgia,Atlanta,Veg,Medium,2,Low Density,Very Low,October,8:30,9:00,30,24,6,Delayed,4,Low,Online,Wallet,TRUE,TRUE
721,ORD723,Papa John's,Nebraska,Omaha,Gluten-Free,Medium,3,Medium Density,Low,October,6:45,7:15,30,30,0,On Time,5,Medium,Online,Card,TRUE,FALSE
722,ORD724,Little Caesars,Kentucky,Louisville,Cheese Burst,X-Large,5,Medium Density,High,October,7:00,7:30,30,36,-6,Early,6,High,Online,UPI,TRUE,FALSE
723,ORD725,Marco's Pizza,Wisconsin,Milwaukee,Thai Chicken,Medium,3,Medium Density,Low,October,8:15,8:45,30,27,3,Delayed,4.5,Medium,Online,UPI,TRUE,FALSE
724,ORD726,Papa John's,Nebraska,Omaha,Gluten-Free,Medium,3,Medium Density,Low,October,8:30,9:00,30,30,0,On Time,5,Medium,Online,UPI,TRUE,FALSE
725,ORD727,Little Caesars,Kentucky,Louisville,Cheese Burst,X-Large,5,Medium Density,High,October,7:45,8:15,30,36,-6,Early,6,High,Online,Card,TRUE,FALSE
726,ORD728,Marco's Pizza,Wisconsin,Milwaukee,Thai Chicken,Medium,3,Medium Density,Low,October,6:00,6:30,30,27,3,Delayed,4.5,Medium,Offline,Cash,TRUE,TRUE
727,ORD729,Domino's,New Mexico,Albuquerque,Sicilian,Large,4,Medium Density,Medium,October,7:15,7:45,30,33,-3,Early,5.5,Medium,Online,UPI,TRUE,TRUE
728,ORD730,Pizza Hut,Georgia,Atlanta,Veg,Medium,2,Low Density,Very Low,October,8:30,9:00,30,24,6,Delayed,4,Low,Online,Wallet,TRUE,FALSE
729,ORD731,Papa John's,Nebraska,Omaha,Gluten-Free,Medium,3,Medium Density,Low,October,6:45,7:15,30,30,0,On Time,5,Medium,Online,Card,TRUE,FALSE
730,ORD732,Little Caesars,Kentucky,Louisville,Cheese Burst,X-Large,5,Medium Density,High,October,7:00,7:30,30,36,-6,Early,6,High,Online,UPI,TRUE,FALSE
731,ORD733,Marco's Pizza,Wisconsin,Milwaukee,Thai Chicken,Medium,3,Medium Density,Low,October,8:15,8:45,30,27,3,Delayed,4.5,Medium,Offline,Cash,TRUE,FALSE
732,ORD734,Domino's,New Mexico,Albuquerque,Sicilian,Large,4,Medium Density,Medium,October,7:30,8:00,30,33,-3,Early,5.5,Medium,Online,UPI,TRUE,FALSE
733,ORD735,Pizza Hut,Georgia,Atlanta,Veg,Medium,2,Low Density,Very Low,October,8:45,9:15,30,24,6,Delayed,4,Low,Online,Wallet,TRUE,TRUE
734,ORD736,Papa John's,Nebraska,Omaha,Gluten-Free,Medium,3,Medium Density,Low,October,6:00,6:30,30,30,0,On Time,5,Medium,Online,Card,TRUE,TRUE
735,ORD737,Little Caesars,Kentucky,Louisville,Cheese Burst,X-Large,5,Medium Density,High,October,7:15,7:45,30,36,-6,Early,6,High,Online,UPI,TRUE,FALSE
736,ORD738,Marco's Pizza,Wisconsin,Milwaukee,Thai Chicken,Medium,3,Medium Density,Low,October,8:30,9:00,30,27,3,Delayed,4.5,Medium,Offline,Cash,TRUE,FALSE
737,ORD739,Domino's,New Mexico,Albuquerque,Sicilian,Large,4,Medium Density,Medium,October,7:00,7:30,30,33,-3,Early,5.5,Medium,Online,UPI,TRUE,FALSE
738,ORD740,Pizza Hut,Georgia,Atlanta,Veg,Medium,2,Low Density,Very Low,October,8:15,8:45,30,24,6,Delayed,4,Low,Online,Wallet,TRUE,FALSE
739,ORD741,Papa John's,Nebraska,Omaha,Gluten-Free,Medium,3,Medium Density,Low,October,6:30,7:00,30,30,0,On Time,5,Medium,Online,Card,TRUE,FALSE
740,ORD742,Little Caesars,Kentucky,Louisville,Cheese Burst,X-Large,5,Medium Density,High,October,7:45,8:15,30,36,-6,Early,6,High,Online,UPI,TRUE,TRUE
741,ORD743,Marco's Pizza,Wisconsin,Milwaukee,Thai Chicken,Medium,3,Medium Density,Low,October,6:00,6:30,30,27,3,Delayed,4.5,Medium,Offline,Cash,TRUE,TRUE
742,ORD744,Domino's,New Mexico,Albuquerque,Sicilian,Large,4,Medium Density,Medium,October,7:15,7:45,30,33,-3,Early,5.5,Medium,Online,UPI,TRUE,FALSE
743,ORD745,Pizza Hut,Georgia,Atlanta,Veg,Medium,2,Low Density,Very Low,October,8:30,9:00,30,24,6,Delayed,4,Low,Online,Wallet,TRUE,FALSE
744,ORD746,Papa John's,Nebraska,Omaha,Gluten-Free,Medium,3,Medium Density,Low,October,6:45,7:15,30,30,0,On Time,5,Medium,Online,Card,TRUE,FALSE
745,ORD747,Little Caesars,Kentucky,Louisville,Cheese Burst,X-Large,5,Medium Density,High,October,7:00,7:30,30,36,-6,Early,6,High,Online,UPI,TRUE,FALSE
746,ORD748,Marco's Pizza,Wisconsin,Milwaukee,Thai Chicken,Medium,3,Medium Density,Low,October,8:15,8:45,30,27,3,Delayed,4.5,Medium,Offline,Cash,TRUE,FALSE
747,ORD749,Domino's,New Mexico,Albuquerque,Sicilian,Large,4,Medium Density,Medium,November,7:30,8:00,30,33,-3,Early,5.5,Medium,Online,UPI,TRUE,TRUE
748,ORD750,Pizza Hut,Georgia,Atlanta,Veg,Medium,2,Low Density,Very Low,November,8:45,9:15,30,24,6,Delayed,4,Low,Online,Wallet,TRUE,TRUE
749,ORD751,Papa John's,Nebraska,Omaha,Gluten-Free,Medium,3,Medium Density,Low,November,6:00,6:30,30,30,0,On Time,5,Medium,Online,Card,TRUE,FALSE
750,ORD752,Little Caesars,Kentucky,Louisville,Cheese Burst,X-Large,5,Medium Density,High,November,7:15,7:45,30,36,-6,Early,6,High,Online,UPI,TRUE,FALSE
751,ORD753,Marco's Pizza,Wisconsin,Milwaukee,Thai Chicken,Medium,3,Medium Density,Low,November,8:30,9:00,30,27,3,Delayed,4.5,Medium,Online,UPI,TRUE,FALSE
752,ORD754,Papa John's,Nebraska,Omaha,BBQ Chicken,Medium,3,Medium Density,Low,November,6:45,7:15,30,30,0,On Time,5,Medium,Online,UPI,TRUE,FALSE
753,ORD755,Little Caesars,Kentucky,Louisville,Cheese Burst,X-Large,5,Medium Density,High,November,7:00,7:30,30,36,-6,Early,6,High,Online,Card,TRUE,FALSE
754,ORD756,Marco's Pizza,Wisconsin,Milwaukee,Margarita,Medium,3,Medium Density,Low,November,8:15,8:45,30,27,3,Delayed,4.5,Medium,Offline,Cash,TRUE,TRUE
755,ORD757,Domino's,New Mexico,Albuquerque,Sicilian,Large,4,Medium Density,Medium,November,7:30,8:00,30,33,-3,Early,5.5,Medium,Online,UPI,TRUE,TRUE
756,ORD758,Pizza Hut,Georgia,Atlanta,Veg,Medium,2,Low Density,Very Low,November,8:45,9:15,30,24,6,Delayed,4,Low,Online,Wallet,TRUE,FALSE
757,ORD759,Papa John's,Nebraska,Omaha,BBQ Chicken,Medium,3,Medium Density,Low,November,6:00,6:30,30,30,0,On Time,5,Medium,Online,Card,TRUE,FALSE
758,ORD760,Little Caesars,Kentucky,Louisville,Cheese Burst,X-Large,5,Medium Density,High,November,7:15,7:45,30,36,-6,Early,6,High,Online,UPI,TRUE,FALSE
759,ORD761,Marco's Pizza,Wisconsin,Milwaukee,Margarita,Medium,3,Medium Density,Low,November,8:30,9:00,30,27,3,Delayed,4.5,Medium,Offline,Cash,TRUE,FALSE
760,ORD762,Domino's,New Mexico,Albuquerque,Sicilian,Large,4,Medium Density,Medium,November,7:00,7:30,30,33,-3,Early,5.5,Medium,Online,UPI,TRUE,FALSE
761,ORD763,Pizza Hut,Georgia,Atlanta,Veg,Medium,2,Low Density,Very Low,November,8:15,8:45,30,24,6,Delayed,4,Low,Online,Wallet,TRUE,TRUE
762,ORD764,Papa John's,Nebraska,Omaha,BBQ Chicken,Medium,3,Medium Density,Low,November,6:30,7:00,30,30,0,On Time,5,Medium,Online,Card,TRUE,TRUE
763,ORD765,Little Caesars,Kentucky,Louisville,Cheese Burst,X-Large,5,Medium Density,High,November,7:45,8:15,30,36,-6,Early,6,High,Online,UPI,TRUE,FALSE
764,ORD766,Marco's Pizza,Wisconsin,Milwaukee,Margarita,Medium,3,Medium Density,Low,November,8:00,8:30,30,27,3,Delayed,4.5,Medium,Offline,Cash,TRUE,FALSE
765,ORD767,Domino's,New Mexico,Albuquerque,Sicilian,Large,4,Medium Density,Medium,November,7:15,7:45,30,33,-3,Early,5.5,Medium,Online,UPI,TRUE,FALSE
766,ORD768,Pizza Hut,Georgia,Atlanta,Veg,Medium,2,Low Density,Very Low,November,8:30,9:00,30,24,6,Delayed,4,Low,Online,Wallet,TRUE,FALSE
767,ORD769,Papa John's,Nebraska,Omaha,BBQ Chicken,Medium,3,Medium Density,Low,November,6:45,7:15,30,30,0,On Time,5,Medium,Online,Card,TRUE,FALSE
768,ORD770,Little Caesars,Kentucky,Louisville,Cheese Burst,X-Large,5,Medium Density,High,November,7:00,7:30,30,36,-6,Early,6,High,Online,UPI,TRUE,TRUE
769,ORD771,Marco's Pizza,Wisconsin,Milwaukee,Margarita,Medium,3,Medium Density,Low,November,8:15,8:45,30,27,3,Delayed,4.5,Medium,Offline,Cash,TRUE,TRUE
770,ORD772,Domino's,New Mexico,Albuquerque,Sicilian,Large,4,Medium Density,Medium,November,7:30,8:00,30,33,-3,Early,5.5,Medium,Online,UPI,TRUE,FALSE
771,ORD773,Pizza Hut,Georgia,Atlanta,Veg,Medium,2,Low Density,Very Low,November,8:45,9:15,30,24,6,Delayed,4,Low,Online,Wallet,TRUE,FALSE
772,ORD774,Papa John's,Nebraska,Omaha,BBQ Chicken,Medium,3,Medium Density,Low,November,6:00,6:30,30,30,0,On Time,5,Medium,Online,Card,TRUE,FALSE
773,ORD775,Little Caesars,Kentucky,Louisville,Cheese Burst,X-Large,5,Medium Density,High,November,7:15,7:45,30,36,-6,Early,6,High,Online,UPI,TRUE,FALSE
774,ORD776,Marco's Pizza,Wisconsin,Milwaukee,Margarita,Medium,3,Medium Density,Low,November,8:30,9:00,30,27,3,Delayed,4.5,Medium,Offline,Cash,TRUE,FALSE
775,ORD777,Domino's,New Mexico,Albuquerque,Sicilian,Large,4,Medium Density,Medium,November,7:00,7:30,30,33,-3,Early,5.5,Medium,Online,UPI,TRUE,TRUE
776,ORD778,Pizza Hut,Georgia,Atlanta,Veg,Medium,2,Low Density,Very Low,November,8:15,8:45,30,24,6,Delayed,4,Low,Online,Wallet,TRUE,TRUE
777,ORD779,Papa John's,Nebraska,Omaha,BBQ Chicken,Medium,3,Medium Density,Low,December,6:30,7:00,30,30,0,On Time,5,Medium,Online,Card,TRUE,FALSE
778,ORD780,Little Caesars,Kentucky,Louisville,Cheese Burst,X-Large,5,Medium Density,High,December,7:45,8:15,30,36,-6,Early,6,High,Online,UPI,TRUE,FALSE
779,ORD781,Marco's Pizza,Wisconsin,Milwaukee,Margarita,Medium,3,Medium Density,Low,December,8:00,8:30,30,27,3,Delayed,4.5,Medium,Offline,Cash,TRUE,FALSE
780,ORD782,Papa John's,Nebraska,Omaha,BBQ Chicken,Medium,3,Medium Density,Low,December,6:15,6:45,30,30,0,On Time,5,Medium,Online,UPI,TRUE,FALSE
781,ORD783,Little Caesars,Kentucky,Louisville,Cheese Burst,X-Large,5,Medium Density,High,December,7:30,8:00,30,36,-6,Early,6,High,Online,Card,TRUE,FALSE
